E /V	I /uA	E /V	I /uA	E /V	I /uA
0.117	-1.610	0.117	-1.561		
0.116	-1.610	0.116	-1.564		
0.115	-1.638	0.115	-1.587		
0.114	-1.630	0.114	-1.586		
0.113	-1.641	0.113	-1.590		
0.112	-1.650	0.112	-1.601		
0.111	-1.661	0.111	-1.612		
0.110	-1.662	0.110	-1.612		
0.109	-1.675	0.109	-1.626		
0.108	-1.681	0.108	-1.627		
0.107	-1.699	0.107	-1.652		
0.106	-1.695	0.106	-1.652		
0.105	-1.699	0.105	-1.659		
0.104	-1.713	0.104	-1.664		
0.103	-1.730	0.103	-1.678		
0.102	-1.730	0.102	-1.684		
0.101	-1.738	0.101	-1.701		
