E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA
0.140	-0.339	0.140	-0.336	0.140	-0.327	0.140	-0.324	0.140	-0.314
0.139	-0.340	0.139	-0.339	0.139	-0.327	0.139	-0.327	0.139	-0.325
0.138	-0.348	0.138	-0.339	0.138	-0.336	0.138	-0.328	0.138	-0.327
0.137	-0.356	0.137	-0.350	0.137	-0.340	0.137	-0.334	0.137	-0.333
0.136	-0.360	0.136	-0.354	0.136	-0.348	0.136	-0.340	0.136	-0.334
0.135	-0.362	0.135	-0.363	0.135	-0.353	0.135	-0.348	0.135	-0.340
0.134	-0.373	0.134	-0.365	0.134	-0.357	0.134	-0.360	0.134	-0.347
0.133	-0.379	0.133	-0.374	0.133	-0.371	0.133	-0.356	0.133	-0.356
0.132	-0.383	0.132	-0.379	0.132	-0.371	0.132	-0.356	0.132	-0.360
0.131	-0.394	0.131	-0.388	0.131	-0.385	0.131	-0.379	0.131	-0.368
0.130	-0.399	0.130	-0.391	0.130	-0.379	0.130	-0.379	0.130	-0.373
0.129	-0.405	0.129	-0.394	0.129	-0.383	0.129	-0.386	0.129	-0.374
0.128	-0.405	0.128	-0.399	0.128	-0.402	0.128	-0.388	0.128	-0.382
0.127	-0.416	0.127	-0.409	0.127	-0.402	0.127	-0.393	0.127	-0.396
0.126	-0.422	0.126	-0.414	0.126	-0.403	0.126	-0.396	0.126	-0.391
0.125	-0.426	0.125	-0.426	0.125	-0.405	0.125	-0.402	0.125	-0.396
0.124	-0.432	0.124	-0.425	0.124	-0.414	0.124	-0.411	0.124	-0.403
0.123	-0.443	0.123	-0.435	0.123	-0.422	0.123	-0.420	0.123	-0.416
0.122	-0.448	0.122	-0.432	0.122	-0.434	0.122	-0.426	0.122	-0.412
0.121	-0.457	0.121	-0.446	0.121	-0.440	0.121	-0.429	0.121	-0.425
0.120	-0.457	0.120	-0.454	0.120	-0.445	0.120	-0.437	0.120	-0.431
0.119	-0.472	0.119	-0.460	0.119	-0.452	0.119	-0.448	0.119	-0.437
0.118	-0.478	0.118	-0.466	0.118	-0.460	0.118	-0.452	0.118	-0.431
0.117	-0.480	0.117	-0.472	0.117	-0.466	0.117	-0.462	0.117	-0.452
0.116	-0.489	0.116	-0.477	0.116	-0.474	0.116	-0.466	0.116	-0.455
0.115	-0.503	0.115	-0.491	0.115	-0.481	0.115	-0.475	0.115	-0.471
0.114	-0.501	0.114	-0.498	0.114	-0.491	0.114	-0.477	0.114	-0.462
0.113	-0.509	0.113	-0.500	0.113	-0.492	0.113	-0.485	0.113	-0.478
0.112	-0.520	0.112	-0.512	0.112	-0.501	0.112	-0.494	0.112	-0.483
0.111	-0.526	0.111	-0.518	0.111	-0.504	0.111	-0.500	0.111	-0.492
0.110	-0.524	0.110	-0.521	0.110	-0.515	0.110	-0.503	0.110	-0.498
0.109	-0.538	0.109	-0.532	0.109	-0.523	0.109	-0.514	0.109	-0.511
0.108	-0.550	0.108	-0.538	0.108	-0.527	0.108	-0.512	0.108	-0.515
0.107	-0.552	0.107	-0.546	0.107	-0.540	0.107	-0.531	0.107	-0.520
0.106	-0.560	0.106	-0.555	0.106	-0.544	0.106	-0.529	0.106	-0.526
0.105	-0.567	0.105	-0.560	0.105	-0.550	0.105	-0.535	0.105	-0.527
0.104	-0.575	0.104	-0.567	0.104	-0.550	0.104	-0.550	0.104	-0.549
0.103	-0.584	0.103	-0.574	0.103	-0.564	0.103	-0.557	0.103	-0.550
0.102	-0.590	0.102	-0.589	0.102	-0.572	0.102	-0.564	0.102	-0.550
0.101	-0.598	0.101	-0.592	0.101	-0.578	0.101	-0.567	0.101	-0.561
