E /V	I /uA	E /V	I /uA	E /V	I /uA
0.332	-0.138	0.332	-0.153		
0.332	-0.116	0.332	-0.133		
0.331	-0.133	0.331	-0.115		
0.331	-0.120	0.331	-0.095		
0.330	-0.124	0.330	-0.116		
0.330	-0.106	0.330	-0.118		
0.329	-0.123	0.329	-0.121		
0.329	-0.153	0.329	-0.081		
0.328	-0.143	0.328	-0.123		
0.328	-0.164	0.328	-0.139		
0.327	-0.149	0.327	-0.098		
0.327	-0.149	0.327	-0.156		
0.326	-0.159	0.326	-0.136		
0.326	-0.120	0.326	-0.147		
0.325	-0.136	0.325	-0.129		
0.325	-0.123	0.325	-0.098		
0.324	-0.127	0.324	-0.133		
0.324	-0.152	0.324	-0.136		
0.323	-0.101	0.323	-0.092		
0.323	-0.135	0.323	-0.109		
0.322	-0.104	0.322	-0.113		
0.322	-0.098	0.322	-0.090		
0.321	-0.126	0.321	-0.120		
0.321	-0.129	0.321	-0.115		
0.320	-0.129	0.320	-0.115		
0.320	-0.133	0.320	-0.126		
0.319	-0.149	0.319	-0.129		
0.319	-0.173	0.319	-0.098		
0.318	-0.147	0.318	-0.095		
0.318	-0.118	0.318	-0.130		
0.317	-0.078	0.317	-0.113		
0.317	-0.097	0.317	-0.077		
0.316	-0.100	0.316	-0.086		
0.316	-0.092	0.316	-0.086		
0.315	-0.093	0.315	-0.133		
0.315	-0.093	0.315	-0.152		
0.314	-0.080	0.314	-0.124		
0.314	-0.078	0.314	-0.103		
0.313	-0.127	0.313	-0.075		
0.313	-0.127	0.313	-0.092		
0.312	-0.106	0.312	-0.100		
0.311	-0.121	0.311	-0.107		
0.311	-0.158	0.311	-0.109		
0.310	-0.127	0.310	-0.112		
0.310	-0.123	0.310	-0.120		
0.309	-0.086	0.309	-0.115		
0.309	-0.104	0.309	-0.103		
0.308	-0.123	0.308	-0.098		
0.308	-0.101	0.308	-0.112		
0.307	-0.084	0.307	-0.075		
0.307	-0.103	0.307	-0.095		
0.306	-0.155	0.306	-0.124		
0.306	-0.133	0.306	-0.120		
0.305	-0.129	0.305	-0.106		
0.305	-0.107	0.305	-0.075		
0.304	-0.144	0.304	-0.087		
0.304	-0.118	0.304	-0.115		
0.303	-0.126	0.303	-0.100		
0.303	-0.083	0.303	-0.083		
0.302	-0.080	0.302	-0.064		
0.302	-0.133	0.302	-0.106		
0.301	-0.116	0.301	-0.133		
0.301	-0.116	0.301	-0.104		
0.300	-0.086	0.300	-0.121		
0.300	-0.084	0.300	-0.084		
0.299	-0.081	0.299	-0.080		
0.299	-0.127	0.299	-0.069		
0.298	-0.107	0.298	-0.078		
0.298	-0.141	0.298	-0.112		
0.297	-0.092	0.297	-0.098		
0.297	-0.112	0.297	-0.120		
0.296	-0.103	0.296	-0.104		
0.296	-0.090	0.296	-0.066		
0.295	-0.110	0.295	-0.081		
0.295	-0.075	0.295	-0.080		
0.294	-0.075	0.294	-0.095		
0.294	-0.109	0.294	-0.074		
0.293	-0.136	0.293	-0.103		
0.293	-0.098	0.293	-0.118		
0.292	-0.078	0.292	-0.086		
0.292	-0.093	0.292	-0.093		
0.291	-0.095	0.291	-0.066		
0.291	-0.078	0.291	-0.112		
0.290	-0.097	0.290	-0.103		
0.290	-0.130	0.290	-0.123		
0.289	-0.097	0.289	-0.078		
0.289	-0.104	0.289	-0.069		
0.288	-0.086	0.288	-0.107		
0.288	-0.104	0.288	-0.074		
0.287	-0.110	0.287	-0.080		
0.287	-0.078	0.287	-0.121		
0.286	-0.093	0.286	-0.104		
0.286	-0.066	0.286	-0.115		
0.285	-0.077	0.285	-0.095		
0.285	-0.101	0.285	-0.113		
0.284	-0.127	0.284	-0.115		
0.284	-0.120	0.284	-0.103		
0.283	-0.116	0.283	-0.121		
0.283	-0.086	0.283	-0.106		
0.282	-0.109	0.282	-0.112		
0.282	-0.078	0.282	-0.070		
0.281	-0.067	0.281	-0.101		
0.281	-0.118	0.281	-0.070		
0.281	-0.100	0.281	-0.075		
0.280	-0.123	0.280	-0.067		
0.280	-0.143	0.280	-0.086		
0.279	-0.133	0.279	-0.084		
0.279	-0.132	0.279	-0.075		
0.278	-0.116	0.278	-0.090		
0.278	-0.112	0.278	-0.100		
0.277	-0.124	0.277	-0.109		
0.277	-0.086	0.277	-0.110		
0.276	-0.078	0.276	-0.106		
0.276	-0.100	0.276	-0.103		
0.275	-0.115	0.275	-0.112		
0.275	-0.104	0.275	-0.054		
0.274	-0.120	0.274	-0.058		
0.274	-0.098	0.274	-0.086		
0.273	-0.109	0.273	-0.074		
0.273	-0.118	0.273	-0.057		
0.272	-0.149	0.272	-0.066		
0.272	-0.123	0.272	-0.118		
0.271	-0.127	0.271	-0.129		
0.271	-0.100	0.271	-0.101		
0.270	-0.104	0.270	-0.078		
0.270	-0.109	0.270	-0.092		
0.269	-0.109	0.269	-0.089		
0.269	-0.126	0.269	-0.090		
0.268	-0.121	0.268	-0.077		
0.268	-0.130	0.268	-0.097		
0.267	-0.123	0.267	-0.089		
0.267	-0.144	0.267	-0.084		
0.266	-0.098	0.266	-0.104		
0.266	-0.110	0.266	-0.104		
0.265	-0.104	0.265	-0.129		
0.265	-0.109	0.265	-0.074		
0.264	-0.124	0.264	-0.081		
0.264	-0.132	0.264	-0.060		
0.263	-0.126	0.263	-0.064		
0.263	-0.116	0.263	-0.087		
0.262	-0.074	0.262	-0.087		
0.262	-0.075	0.262	-0.084		
0.261	-0.092	0.261	-0.097		
0.261	-0.097	0.261	-0.104		
0.260	-0.066	0.260	-0.113		
0.260	-0.090	0.260	-0.103		
0.259	-0.070	0.259	-0.093		
0.259	-0.075	0.259	-0.124		
0.258	-0.109	0.258	-0.139		
0.258	-0.150	0.258	-0.116		
0.257	-0.121	0.257	-0.112		
0.257	-0.135	0.257	-0.081		
0.256	-0.127	0.256	-0.089		
0.256	-0.115	0.256	-0.093		
0.255	-0.103	0.255	-0.103		
0.255	-0.121	0.255	-0.090		
0.254	-0.124	0.254	-0.086		
0.254	-0.112	0.254	-0.112		
0.253	-0.086	0.253	-0.112		
0.253	-0.081	0.253	-0.124		
0.252	-0.103	0.252	-0.124		
0.252	-0.087	0.252	-0.132		
0.251	-0.093	0.251	-0.098		
0.251	-0.078	0.251	-0.118		
0.250	-0.109	0.250	-0.146		
0.250	-0.116	0.250	-0.130		
0.249	-0.077	0.249	-0.138		
0.248	-0.107	0.248	-0.083		
0.248	-0.093	0.248	-0.089		
0.247	-0.118	0.247	-0.121		
0.247	-0.116	0.247	-0.146		
0.246	-0.112	0.246	-0.109		
0.246	-0.146	0.246	-0.080		
0.245	-0.127	0.245	-0.075		
0.245	-0.109	0.245	-0.060		
0.244	-0.106	0.244	-0.106		
0.244	-0.113	0.244	-0.115		
0.243	-0.153	0.243	-0.101		
0.243	-0.150	0.243	-0.147		
0.242	-0.138	0.242	-0.169		
0.242	-0.118	0.242	-0.170		
0.241	-0.098	0.241	-0.118		
0.241	-0.109	0.241	-0.121		
0.240	-0.115	0.240	-0.109		
0.240	-0.113	0.240	-0.100		
0.239	-0.126	0.239	-0.120		
0.239	-0.133	0.239	-0.138		
0.238	-0.164	0.238	-0.178		
0.238	-0.130	0.238	-0.133		
0.237	-0.132	0.237	-0.167		
0.237	-0.115	0.237	-0.138		
0.236	-0.144	0.236	-0.144		
0.236	-0.170	0.236	-0.138		
0.235	-0.167	0.235	-0.135		
0.235	-0.158	0.235	-0.129		
0.234	-0.139	0.234	-0.113		
0.234	-0.124	0.234	-0.187		
0.234	-0.130	0.234	-0.162		
0.233	-0.167	0.233	-0.172		
0.233	-0.167	0.233	-0.127		
0.232	-0.167	0.232	-0.162		
0.232	-0.139	0.232	-0.146		
0.231	-0.135	0.231	-0.144		
0.231	-0.139	0.231	-0.136		
0.230	-0.181	0.230	-0.149		
0.230	-0.170	0.230	-0.185		
0.229	-0.161	0.229	-0.179		
0.229	-0.208	0.229	-0.158		
0.228	-0.136	0.228	-0.169		
0.228	-0.198	0.228	-0.156		
0.227	-0.218	0.227	-0.184		
0.227	-0.221	0.227	-0.187		
0.226	-0.155	0.226	-0.156		
0.226	-0.207	0.226	-0.192		
0.225	-0.205	0.225	-0.172		
0.225	-0.235	0.225	-0.192		
0.224	-0.198	0.224	-0.158		
0.224	-0.207	0.224	-0.199		
0.223	-0.225	0.223	-0.216		
0.223	-0.267	0.223	-0.270		
0.222	-0.224	0.222	-0.192		
0.222	-0.172	0.222	-0.179		
0.221	-0.192	0.221	-0.213		
0.221	-0.202	0.221	-0.258		
0.220	-0.182	0.220	-0.273		
0.220	-0.242	0.220	-0.259		
0.219	-0.253	0.219	-0.267		
0.219	-0.288	0.219	-0.242		
0.218	-0.231	0.218	-0.268		
0.217	-0.281	0.217	-0.230		
0.217	-0.265	0.217	-0.274		
0.216	-0.288	0.216	-0.313		
0.216	-0.268	0.216	-0.288		
0.215	-0.281	0.215	-0.305		
0.215	-0.322	0.215	-0.301		
0.214	-0.320	0.214	-0.250		
0.214	-0.330	0.214	-0.313		
0.213	-0.333	0.213	-0.356		
0.213	-0.363	0.213	-0.380		
0.212	-0.359	0.212	-0.377		
0.212	-0.347	0.212	-0.417		
0.211	-0.380	0.211	-0.419		
0.211	-0.356	0.211	-0.389		
0.210	-0.359	0.210	-0.377		
0.210	-0.347	0.210	-0.422		
0.209	-0.380	0.209	-0.454		
0.209	-0.416	0.209	-0.469		
0.208	-0.469	0.208	-0.475		
0.208	-0.532	0.208	-0.532		
0.207	-0.524	0.207	-0.589		
0.207	-0.529	0.207	-0.578		
0.206	-0.593	0.206	-0.638		
0.206	-0.620	0.206	-0.695		
0.205	-0.655	0.205	-0.751		
0.205	-0.643	0.205	-0.719		
0.204	-0.705	0.204	-0.791		
0.204	-0.819	0.204	-0.862		
0.203	-0.917	0.203	-0.891		
0.203	-0.911	0.203	-1.041		
0.203	-1.052	0.203	-1.135		
0.202	-0.994	0.202	-1.172		
0.202	-1.233	0.202	-1.419		
0.201	-1.340	0.201	-1.535		
0.201	-1.575	0.201	-1.669		
0.200	-1.777	0.200	-1.928		
0.200	-2.047	0.200	-2.150		
0.199	-2.351	0.199	-2.438		
0.199	-2.667	0.199	-2.823		
0.198	-3.126	0.198	-3.176		
0.198	-3.569	0.198	-3.606		
0.197	-3.966	0.197	-4.106		
0.197	-4.480	0.197	-4.448		
0.196	-4.960	0.196	-4.762		
0.196	-5.241	0.196	-4.920		
0.195	-5.647	0.195	-5.141		
0.195	-5.337	0.195	-4.833		
0.194	-5.104	0.194	-4.606		
0.194	-4.724	0.194	-4.231		
0.193	-4.291	0.193	-3.935		
0.193	-3.822	0.193	-3.572		
0.192	-3.466	0.192	-3.219		
0.192	-3.133	0.192	-2.885		
0.191	-2.721	0.191	-2.497		
0.191	-2.501	0.191	-2.287		
0.190	-2.196	0.190	-2.096		
0.190	-2.009	0.190	-1.863		
0.189	-1.851	0.189	-1.705		
0.189	-1.638	0.189	-1.632		
0.188	-1.554	0.188	-1.477		
0.188	-1.463	0.188	-1.391		
0.187	-1.316	0.187	-1.244		
0.186	-1.233	0.186	-1.210		
0.186	-1.212	0.186	-1.104		
0.185	-1.159	0.185	-1.058		
0.185	-1.106	0.185	-0.994		
0.184	-1.017	0.184	-0.948		
0.184	-0.919	0.184	-0.894		
0.183	-0.894	0.183	-0.903		
0.183	-0.825	0.183	-0.805		
0.182	-0.860	0.182	-0.877		
0.182	-0.721	0.182	-0.712		
0.181	-0.750	0.181	-0.802		
0.181	-0.756	0.181	-0.781		
0.180	-0.696	0.180	-0.770		
0.180	-0.656	0.180	-0.689		
0.179	-0.679	0.179	-0.635		
0.179	-0.687	0.179	-0.639		
0.178	-0.682	0.178	-0.666		
0.178	-0.675	0.178	-0.672		
0.177	-0.635	0.177	-0.653		
0.177	-0.635	0.177	-0.681		
0.176	-0.595	0.176	-0.653		
0.176	-0.570	0.176	-0.592		
0.175	-0.570	0.175	-0.581		
0.175	-0.560	0.175	-0.572		
0.174	-0.577	0.174	-0.572		
0.174	-0.570	0.174	-0.575		
0.173	-0.593	0.173	-0.547		
0.173	-0.646	0.173	-0.574		
0.172	-0.592	0.172	-0.593		
0.172	-0.618	0.172	-0.566		
0.172	-0.566	0.172	-0.584		
0.171	-0.575	0.171	-0.593		
0.171	-0.584	0.171	-0.598		
0.170	-0.574	0.170	-0.534		
0.170	-0.592	0.170	-0.560		
0.169	-0.512	0.169	-0.515		
0.169	-0.546	0.169	-0.532		
0.168	-0.524	0.168	-0.624		
0.168	-0.535	0.168	-0.601		
0.167	-0.544	0.167	-0.541		
0.167	-0.535	0.167	-0.586		
0.166	-0.529	0.166	-0.524		
0.166	-0.592	0.166	-0.546		
0.165	-0.607	0.165	-0.586		
0.165	-0.587	0.165	-0.552		
0.164	-0.584	0.164	-0.541		
0.164	-0.560	0.164	-0.561		
0.163	-0.532	0.163	-0.560		
0.163	-0.538	0.163	-0.589		
0.162	-0.534	0.162	-0.504		
0.162	-0.531	0.162	-0.558		
0.161	-0.549	0.161	-0.538		
0.161	-0.561	0.161	-0.529		
0.160	-0.538	0.160	-0.544		
0.160	-0.592	0.160	-0.523		
0.159	-0.543	0.159	-0.575		
0.159	-0.547	0.159	-0.583		
0.158	-0.544	0.158	-0.564		
0.158	-0.601	0.158	-0.537		
0.157	-0.563	0.157	-0.560		
0.157	-0.600	0.157	-0.554		
0.156	-0.581	0.156	-0.574		
0.155	-0.577	0.155	-0.557		
0.155	-0.662	0.155	-0.607		
0.154	-0.612	0.154	-0.583		
0.154	-0.601	0.154	-0.621		
0.153	-0.595	0.153	-0.616		
0.153	-0.580	0.153	-0.566		
0.152	-0.583	0.152	-0.544		
0.152	-0.581	0.152	-0.601		
0.151	-0.589	0.151	-0.601		
0.151	-0.540	0.151	-0.629		
0.150	-0.578	0.150	-0.630		
0.150	-0.563	0.150	-0.603		
0.149	-0.575	0.149	-0.601		
0.149	-0.574	0.149	-0.650		
0.148	-0.604	0.148	-0.603		
0.148	-0.613	0.148	-0.575		
0.147	-0.583	0.147	-0.616		
0.147	-0.547	0.147	-0.561		
0.146	-0.626	0.146	-0.555		
0.146	-0.574	0.146	-0.558		
0.145	-0.601	0.145	-0.600		
0.145	-0.560	0.145	-0.616		
0.144	-0.583	0.144	-0.550		
0.144	-0.587	0.144	-0.589		
0.143	-0.583	0.143	-0.606		
0.143	-0.600	0.143	-0.609		
0.142	-0.672	0.142	-0.653		
0.142	-0.578	0.142	-0.580		
0.141	-0.615	0.141	-0.603		
0.141	-0.587	0.141	-0.630		
0.141	-0.610	0.141	-0.610		
0.140	-0.561	0.140	-0.526		
0.140	-0.581	0.140	-0.604		
0.139	-0.635	0.139	-0.563		
0.139	-0.595	0.139	-0.590		
0.138	-0.581	0.138	-0.623		
0.138	-0.592	0.138	-0.636		
0.137	-0.659	0.137	-0.649		
0.137	-0.584	0.137	-0.598		
0.136	-0.575	0.136	-0.566		
0.136	-0.578	0.136	-0.661		
0.135	-0.574	0.135	-0.584		
0.135	-0.584	0.135	-0.607		
0.134	-0.604	0.134	-0.604		
0.134	-0.603	0.134	-0.577		
0.133	-0.603	0.133	-0.615		
0.133	-0.616	0.133	-0.624		
0.132	-0.595	0.132	-0.650		
0.132	-0.616	0.132	-0.621		
0.131	-0.612	0.131	-0.675		
0.131	-0.639	0.131	-0.669		
0.130	-0.656	0.130	-0.638		
0.130	-0.685	0.130	-0.621		
0.129	-0.613	0.129	-0.598		
0.129	-0.687	0.129	-0.626		
0.128	-0.633	0.128	-0.635		
0.128	-0.620	0.128	-0.633		
0.127	-0.595	0.127	-0.653		
0.127	-0.600	0.127	-0.632		
0.126	-0.612	0.126	-0.620		
0.126	-0.621	0.126	-0.626		
0.125	-0.610	0.125	-0.643		
0.125	-0.669	0.125	-0.632		
0.124	-0.649	0.124	-0.669		
0.123	-0.626	0.123	-0.624		
0.123	-0.632	0.123	-0.629		
0.122	-0.713	0.122	-0.675		
0.122	-0.603	0.122	-0.609		
0.121	-0.650	0.121	-0.676		
0.121	-0.635	0.121	-0.689		
0.120	-0.527	0.120	-0.646		
0.120	-0.650	0.120	-0.629		
0.119	-0.662	0.119	-0.604		
0.119	-0.607	0.119	-0.659		
0.118	-0.678	0.118	-0.646		
0.118	-0.620	0.118	-0.653		
0.117	-0.604	0.117	-0.650		
0.117	-0.612	0.117	-0.638		
0.117	-0.670	0.117	-0.679		
0.116	-0.670	0.116	-0.638		
0.116	-0.692	0.116	-0.689		
0.115	-0.705	0.115	-0.679		
0.115	-0.699	0.115	-0.713		
0.114	-0.721	0.114	-0.678		
0.114	-0.678	0.114	-0.635		
0.113	-0.710	0.113	-0.690		
0.113	-0.667	0.113	-0.738		
0.112	-0.715	0.112	-0.652		
0.112	-0.690	0.112	-0.685		
0.111	-0.712	0.111	-0.662		
0.111	-0.739	0.111	-0.696		
0.110	-0.698	0.110	-0.712		
0.110	-0.762	0.110	-0.653		
0.109	-0.731	0.109	-0.696		
0.108	-0.725	0.108	-0.751		
0.108	-0.679	0.108	-0.698		
0.107	-0.662	0.107	-0.708		
0.107	-0.728	0.107	-0.675		
0.106	-0.682	0.106	-0.675		
0.106	-0.731	0.106	-0.696		
0.105	-0.736	0.105	-0.713		
0.105	-0.751	0.105	-0.733		
0.104	-0.774	0.104	-0.788		
0.104	-0.733	0.104	-0.744		
0.103	-0.758	0.103	-0.741		
0.103	-0.695	0.103	-0.705		
0.102	-0.735	0.102	-0.707		
0.102	-0.600	0.102	-0.616		
0.102	-0.676	0.102	-0.735		
0.101	-0.715	0.101	-0.765		
0.101	-0.719	0.101	-0.761		
